team,teamInnings,inning,position,batsman,dismissal,runs,balls,M,4s,6s,SR,out/not_out,id
Bangladesh VS Zimbabwe,Zimbabwe,Inning2,1,Wessly Madhevere,c Mustafizur Rahman b Taskin Ahmed,4,3,1,1,0,133.33,out,T20I # 1851
Bangladesh VS Zimbabwe,Zimbabwe,Inning2,2,Craig Ervine(c),c Nurul Hasan b Taskin Ahmed,8,7,16,2,0,114.28,out,T20I # 1851
Bangladesh VS Zimbabwe,Zimbabwe,Inning2,3,Milton Shumba,c Shakib Al Hasan b Mustafizur Rahman,8,15,24,1,0,53.33,out,T20I # 1851
Bangladesh VS Zimbabwe,Zimbabwe,Inning2,4,Sean Williams,run out (Shakib Al Hasan),64,42,75,8,0,152.38,out,T20I # 1851
Bangladesh VS Zimbabwe,Zimbabwe,Inning2,5,Sikandar Raza,c Afif Hossain b Mustafizur Rahman,0,3,4,0,0,0.0,out,T20I # 1851
Bangladesh VS Zimbabwe,Zimbabwe,Inning2,6,Regis Chakabva,c Nurul Hasan b Taskin Ahmed,15,19,24,0,0,78.94,out,T20I # 1851
Bangladesh VS Zimbabwe,Zimbabwe,Inning2,7,Ryan Burl,not out,27,25,50,2,1,108.0,not out,T20I # 1851
Bangladesh VS Zimbabwe,Zimbabwe,Inning2,8,Brad Evans,c Afif Hossain b Mosaddek Hossain,2,2,5,0,0,100.0,out,T20I # 1851
Bangladesh VS Zimbabwe,Zimbabwe,Inning2,9,Richard Ngarava,st Nurul Hasan b Mosaddek Hossain,6,3,6,0,1,200.0,out,T20I # 1851
Bangladesh VS Zimbabwe,Zimbabwe,Inning2,10,Blessing Muzarabani,not out,0,2,6,0,0,0.0,not out,T20I # 1851
Netherlands VS Pakistan,Netherlands,Inning1,1,Stephan Myburgh,c Mohammad Wasim b Shaheen Shah Afridi,6,11,13,1,0,54.54,out,T20I # 1852
Netherlands VS Pakistan,Netherlands,Inning1,2,Max O'Dowd,lbw b Shadab Khan,8,13,41,0,0,61.53,out,T20I # 1852
Netherlands VS Pakistan,Netherlands,Inning1,3,Bas de Leede,retired hurt,6,16,15,1,0,37.5,out,T20I # 1852
Netherlands VS Pakistan,Netherlands,Inning1,4,Tom Cooper,c Mohammad Wasim b Shadab Khan,1,2,4,0,0,50.0,out,T20I # 1852
Netherlands VS Pakistan,Netherlands,Inning1,5,Colin Ackermann,lbw b Shadab Khan,27,27,40,2,0,100.0,out,T20I # 1852
Netherlands VS Pakistan,Netherlands,Inning1,6,Scott Edwards(c),c Iftikhar Ahmed b Naseem Shah,15,20,38,1,0,75.0,out,T20I # 1852
Netherlands VS Pakistan,Netherlands,Inning1,7,Roelof van der Merwe,b Haris Rauf,5,6,12,0,0,83.33,out,T20I # 1852
Netherlands VS Pakistan,Netherlands,Inning1,8,Tim Pringle,b Mohammad Wasim,5,8,15,0,0,62.5,out,T20I # 1852
Netherlands VS Pakistan,Netherlands,Inning1,9,Logan van Beek,not out,6,9,18,0,0,66.66,not out,T20I # 1852
Netherlands VS Pakistan,Netherlands,Inning1,10,Fred Klaassen,b Mohammad Wasim,0,1,1,0,0,0.0,out,T20I # 1852
Netherlands VS Pakistan,Netherlands,Inning1,11,Paul van Meekeren,run out (Shadab Khan/Mohammad Rizwan),7,7,8,0,0,100.0,out,T20I # 1852
Netherlands VS Pakistan,Pakistan,Inning2,1,Mohammad Rizwan,c Edwards b van Meekeren,49,39,66,5,0,125.64,out,T20I # 1852
Netherlands VS Pakistan,Pakistan,Inning2,2,Babar Azam(c),run out (van der Merwe),4,5,10,1,0,80.0,out,T20I # 1852
Netherlands VS Pakistan,Pakistan,Inning2,3,Fakhar Zaman,c Edwards b Glover,20,16,27,3,0,125.0,out,T20I # 1852
Netherlands VS Pakistan,Pakistan,Inning2,4,Shan Masood,c van Meekeren b Glover,12,16,35,0,0,75.0,out,T20I # 1852
Netherlands VS Pakistan,Pakistan,Inning2,5,Iftikhar Ahmed,not out,6,5,10,0,0,120.0,not out,T20I # 1852
Netherlands VS Pakistan,Pakistan,Inning2,6,Shadab Khan,not out,4,2,2,1,0,200.0,not out,T20I # 1852
India VS South Africa,India,Inning1,1,KL Rahul,c Markram b Ngidi,9,14,25,0,1,64.28,out,T20I # 1853
India VS South Africa,India,Inning1,2,Rohit Sharma(c),c & b Ngidi,15,14,22,1,1,107.14,out,T20I # 1853
India VS South Africa,India,Inning1,3,Virat Kohli,c Rabada b Ngidi,12,11,13,2,0,109.09,out,T20I # 1853
India VS South Africa,India,Inning1,4,Suryakumar Yadav,c Maharaj b Parnell,68,40,68,6,3,170.0,out,T20I # 1853
India VS South Africa,India,Inning1,5,Deepak Hooda,c de Kock b Nortje,0,3,4,0,0,0.0,out,T20I # 1853
India VS South Africa,India,Inning1,6,Hardik Pandya,c Rabada b Ngidi,2,3,6,0,0,66.66,out,T20I # 1853
India VS South Africa,India,Inning1,7,Dinesh Karthik,c Rossouw b Parnell,6,15,33,0,0,40.0,out,T20I # 1853
India VS South Africa,India,Inning1,8,Ravichandran Ashwin,c Rabada b Parnell,7,11,15,0,0,63.63,out,T20I # 1853
India VS South Africa,India,Inning1,9,Bhuvneshwar Kumar,not out,4,6,9,0,0,66.66,not out,T20I # 1853
India VS South Africa,India,Inning1,10,Mohammed Shami,run out (Nortje),0,2,5,0,0,0.0,out,T20I # 1853
India VS South Africa,India,Inning1,11,Arshdeep Singh,not out,2,1,2,0,0,200.0,not out,T20I # 1853
India VS South Africa,South Africa,Inning2,1,Quinton de Kock,c Rahul b Arshdeep Singh,1,3,7,0,0,33.33,out,T20I # 1853
India VS South Africa,South Africa,Inning2,2,Temba Bavuma(c),c Karthik b Mohammed Shami,10,15,30,0,1,66.66,out,T20I # 1853
India VS South Africa,South Africa,Inning2,3,Rilee Rossouw,lbw b Arshdeep Singh,0,2,4,0,0,0.0,out,T20I # 1853
India VS South Africa,South Africa,Inning2,4,Aiden Markram,c Yadav b Pandya,52,41,72,6,1,126.82,out,T20I # 1853
India VS South Africa,South Africa,Inning2,5,David Miller,not out,59,46,78,4,3,128.26,not out,T20I # 1853
India VS South Africa,South Africa,Inning2,6,Tristan Stubbs,lbw b Ashwin,6,6,15,1,0,100.0,out,T20I # 1853
India VS South Africa,South Africa,Inning2,7,Wayne Parnell,not out,2,5,11,0,0,40.0,not out,T20I # 1853
Australia VS Ireland,Australia,Inning1,1,David Warner,c Adair b McCarthy,3,7,13,0,0,42.85,out,T20I # 1855
Australia VS Ireland,Australia,Inning1,2,Aaron Finch(c),c Adair b McCarthy,63,44,87,5,3,143.18,out,T20I # 1855
Australia VS Ireland,Australia,Inning1,3,Mitchell Marsh,c Tucker b McCarthy,28,22,28,2,2,127.27,out,T20I # 1855
Australia VS Ireland,Australia,Inning1,4,Glenn Maxwell,c Tucker b Little,13,9,18,0,1,144.44,out,T20I # 1855
Australia VS Ireland,Australia,Inning1,5,Marcus Stoinis,c Dockrell b Little,35,25,41,3,1,140.0,out,T20I # 1855
Australia VS Ireland,Australia,Inning1,6,Tim David,not out,15,10,15,2,0,150.0,not out,T20I # 1855
Australia VS Ireland,Australia,Inning1,7,Matthew Wade,not out,7,3,7,1,0,233.33,not out,T20I # 1855
Australia VS Ireland,Ireland,Inning2,1,Paul Stirling,c Cummins b Maxwell,11,7,11,1,1,157.14,out,T20I # 1855
Australia VS Ireland,Ireland,Inning2,2,Andy Balbirnie(c),b Cummins,6,7,11,0,1,85.71,out,T20I # 1855
Australia VS Ireland,Ireland,Inning2,3,Lorcan Tucker,not out,71,48,81,9,1,147.91,not out,T20I # 1855
Australia VS Ireland,Ireland,Inning2,4,Harry Tector,c sub (SPD Smith) b Maxwell,6,4,3,1,0,150.0,out,T20I # 1855
Australia VS Ireland,Ireland,Inning2,5,Curtis Campher,b Starc,0,1,5,0,0,0.0,out,T20I # 1855
Australia VS Ireland,Ireland,Inning2,6,George Dockrell,b Starc,0,4,4,0,0,0.0,out,T20I # 1855
Australia VS Ireland,Ireland,Inning2,7,Gareth Delany,c Maxwell b Stoinis,14,10,27,2,0,140.0,out,T20I # 1855
Australia VS Ireland,Ireland,Inning2,8,Mark Adair,st Wade b Zampa,11,11,13,1,0,100.0,out,T20I # 1855
Australia VS Ireland,Ireland,Inning2,9,Fionn Hand,b Zampa,6,6,10,1,0,100.0,out,T20I # 1855
Australia VS Ireland,Ireland,Inning2,10,Barry McCarthy,c sub (SPD Smith) b Cummins,3,7,16,0,0,42.85,out,T20I # 1855
Australia VS Ireland,Ireland,Inning2,11,Josh Little,run out (Marsh/Maxwell),1,5,6,0,0,20.0,out,T20I # 1855
Afghanistan VS Sri Lanka,Afghanistan,Inning1,1,Rahmanullah Gurbaz,b Kumara,28,24,33,2,2,116.66,out,T20I # 1856
Afghanistan VS Sri Lanka,Afghanistan,Inning1,2,Usman Ghani,c Shanaka b PWH de Silva,27,27,54,2,1,100.0,out,T20I # 1856
Afghanistan VS Sri Lanka,Afghanistan,Inning1,3,Ibrahim Zadran,c Rajapaksa b Kumara,22,18,35,1,1,122.22,out,T20I # 1856
Afghanistan VS Sri Lanka,Afghanistan,Inning1,4,Najibullah Zadran,c PWH de Silva b DM de Silva,18,16,29,1,0,112.5,out,T20I # 1856
Afghanistan VS Sri Lanka,Afghanistan,Inning1,5,Gulbadin Naib,run out (Nissanka/Mendis),12,14,25,0,0,85.71,out,T20I # 1856
Afghanistan VS Sri Lanka,Afghanistan,Inning1,6,Mohammad Nabi(c),c Shanaka b Rajitha,13,8,15,1,0,162.5,out,T20I # 1856
Afghanistan VS Sri Lanka,Afghanistan,Inning1,7,Rashid Khan,b PWH de Silva,9,8,10,1,0,112.5,out,T20I # 1856
Afghanistan VS Sri Lanka,Afghanistan,Inning1,8,Azmatullah Omarzai,not out,3,4,3,0,0,75.0,not out,T20I # 1856
Afghanistan VS Sri Lanka,Afghanistan,Inning1,9,Mujeeb Ur Rahman,st Mendis b PWH de Silva,1,2,1,0,0,50.0,out,T20I # 1856
Afghanistan VS Sri Lanka,Sri Lanka,Inning2,1,Pathum Nissanka,b Mujeeb Ur Rahman,10,10,10,2,0,100.0,out,T20I # 1856
Afghanistan VS Sri Lanka,Sri Lanka,Inning2,2,Kusal Mendis,c Rahmanullah Gurbaz b Rashid Khan,25,27,33,2,1,92.59,out,T20I # 1856
Afghanistan VS Sri Lanka,Sri Lanka,Inning2,3,Dhananjaya de Silva,not out,66,42,78,6,2,157.14,not out,T20I # 1856
Afghanistan VS Sri Lanka,Sri Lanka,Inning2,4,Charith Asalanka,c Azmatullah Omarzai b Rashid Khan,19,18,27,1,0,105.55,out,T20I # 1856
Afghanistan VS Sri Lanka,Sri Lanka,Inning2,5,Bhanuka Rajapaksa,c Rahmanullah Gurbaz b Mujeeb Ur Rahman,18,14,24,3,0,128.57,out,T20I # 1856
Afghanistan VS Sri Lanka,Sri Lanka,Inning2,6,Dasun Shanaka(c),not out,0,0,4,0,0,0.0,not out,T20I # 1856
England VS New Zealand,England,Inning1,1,Jos Buttler(c),run out (Williamson/Southee),73,47,82,7,2,155.31,out,T20I # 1858
England VS New Zealand,England,Inning1,2,Alex Hales,st Conway b Santner,52,40,46,7,1,130.0,out,T20I # 1858
England VS New Zealand,England,Inning1,3,Moeen Ali,c Boult b Sodhi,5,6,13,0,0,83.33,out,T20I # 1858
England VS New Zealand,England,Inning1,4,Liam Livingstone,b Ferguson,20,14,20,1,1,142.85,out,T20I # 1858
England VS New Zealand,England,Inning1,5,Harry Brook,c Allen b Southee,7,3,6,0,1,233.33,out,T20I # 1858
England VS New Zealand,England,Inning1,6,Ben Stokes,lbw b Ferguson,8,7,11,0,0,114.28,out,T20I # 1858
England VS New Zealand,England,Inning1,7,Sam Curran,not out,6,3,7,0,1,200.0,not out,T20I # 1858
England VS New Zealand,England,Inning1,8,Dawid Malan,not out,3,1,1,0,0,300.0,not out,T20I # 1858
England VS New Zealand,New Zealand,Inning2,1,Finn Allen,c Stokes b Curran,16,11,25,0,1,145.45,out,T20I # 1858
England VS New Zealand,New Zealand,Inning2,2,Devon Conway,c Buttler b Woakes,3,9,12,0,0,33.33,out,T20I # 1858
England VS New Zealand,New Zealand,Inning2,3,Kane Williamson(c),c Rashid b Stokes,40,40,57,3,0,100.0,out,T20I # 1858
England VS New Zealand,New Zealand,Inning2,4,Glenn Phillips,c sub (CJ Jordan) b Curran,62,36,64,4,3,172.22,out,T20I # 1858
England VS New Zealand,New Zealand,Inning2,5,James Neesham,c Curran b Wood,6,3,7,1,0,200.0,out,T20I # 1858
England VS New Zealand,New Zealand,Inning2,6,Daryl Mitchell,c sub (CJ Jordan) b Woakes,3,5,10,0,0,60.0,out,T20I # 1858
England VS New Zealand,New Zealand,Inning2,7,Mitchell Santner,not out,16,10,19,0,1,160.0,not out,T20I # 1858
England VS New Zealand,New Zealand,Inning2,8,Ish Sodhi,not out,6,6,4,0,0,100.0,not out,T20I # 1858
Zimbabwe VS Netherlands,Zimbabwe,Inning1,1,Wessly Madhevere,b van Meekeren,1,5,9,0,0,20.0,out,T20I # 1859
Zimbabwe VS Netherlands,Zimbabwe,Inning1,2,Craig Ervine(c),c Edwards b Glover,3,12,18,0,0,25.0,out,T20I # 1859
Zimbabwe VS Netherlands,Zimbabwe,Inning1,3,Regis Chakabva,lbw b Glover,5,16,18,1,0,31.25,out,T20I # 1859
Zimbabwe VS Netherlands,Zimbabwe,Inning1,4,Sean Williams,c O'Dowd b van Meekeren,28,23,39,3,0,121.73,out,T20I # 1859
Zimbabwe VS Netherlands,Zimbabwe,Inning1,5,Sikandar Raza,c Klaassen b de Leede,40,24,46,3,3,166.66,out,T20I # 1859
Zimbabwe VS Netherlands,Zimbabwe,Inning1,6,Milton Shumba,c Myburgh b van Beek,2,3,6,0,0,66.66,out,T20I # 1859
Zimbabwe VS Netherlands,Zimbabwe,Inning1,7,Ryan Burl,b van Meekeren,2,7,19,0,0,28.57,out,T20I # 1859
Zimbabwe VS Netherlands,Zimbabwe,Inning1,8,Luke Jongwe,c van Beek b de Leede,6,8,12,0,0,75.0,out,T20I # 1859
Zimbabwe VS Netherlands,Zimbabwe,Inning1,9,Richard Ngarava,c Myburgh b Klaassen,9,7,12,0,1,128.57,out,T20I # 1859
Zimbabwe VS Netherlands,Zimbabwe,Inning1,10,Tendai Chatara,not out,6,7,15,0,0,85.71,not out,T20I # 1859
Zimbabwe VS Netherlands,Zimbabwe,Inning1,11,Blessing Muzarabani,c Glover b van Beek,1,4,9,0,0,25.0,out,T20I # 1859
Zimbabwe VS Netherlands,Netherlands,Inning2,1,Stephan Myburgh,c Burl b Muzarabani,8,7,15,0,1,114.28,out,T20I # 1859
Zimbabwe VS Netherlands,Netherlands,Inning2,2,Max O'Dowd,c Shumba b Muzarabani,52,47,70,8,1,110.63,out,T20I # 1859
Zimbabwe VS Netherlands,Netherlands,Inning2,3,Tom Cooper,c Madhevere b Jongwe,32,29,42,2,1,110.34,out,T20I # 1859
Zimbabwe VS Netherlands,Netherlands,Inning2,4,Colin Ackermann,c Jongwe b Ngarava,1,5,6,0,0,20.0,out,T20I # 1859
Zimbabwe VS Netherlands,Netherlands,Inning2,5,Bas de Leede,not out,12,12,21,2,0,100.0,not out,T20I # 1859
Zimbabwe VS Netherlands,Netherlands,Inning2,6,Scott Edwards(c),c Chakabva b Ngarava,5,6,8,1,0,83.33,out,T20I # 1859
Zimbabwe VS Netherlands,Netherlands,Inning2,7,Roelof van der Merwe,not out,0,3,6,0,0,0.0,not out,T20I # 1859
India VS Bangladesh,India,Inning1,1,KL Rahul,c Mustafizur Rahman b Shakib Al Hasan,50,32,49,3,4,156.25,out,T20I # 1860
India VS Bangladesh,India,Inning1,2,Rohit Sharma(c),c Yasir Ali b Hasan Mahmud,2,8,18,0,0,25.0,out,T20I # 1860
India VS Bangladesh,India,Inning1,3,Virat Kohli,not out,64,44,84,8,1,145.45,not out,T20I # 1860
India VS Bangladesh,India,Inning1,4,Suryakumar Yadav,b Shakib Al Hasan,30,16,18,4,0,187.5,out,T20I # 1860
India VS Bangladesh,India,Inning1,5,Hardik Pandya,c Yasir Ali b Hasan Mahmud,5,6,8,0,0,83.33,out,T20I # 1860
India VS Bangladesh,India,Inning1,6,Dinesh Karthik,run out (Shakib Al Hasan/Shoriful Islam),7,5,12,1,0,140.0,out,T20I # 1860
India VS Bangladesh,India,Inning1,7,Axar Patel,c Shakib Al Hasan b Hasan Mahmud,7,6,6,1,0,116.66,out,T20I # 1860
India VS Bangladesh,India,Inning1,8,Ravichandran Ashwin,not out,13,6,9,1,1,216.66,not out,T20I # 1860
India VS Bangladesh,Bangladesh,Inning2,1,Najmul Hossain Shanto,c Yadav b Mohammed Shami,21,25,50,1,1,84.0,out,T20I # 1860
India VS Bangladesh,Bangladesh,Inning2,2,Litton Das,run out (Rahul),60,27,40,7,3,222.22,out,T20I # 1860
India VS Bangladesh,Bangladesh,Inning2,3,Shakib Al Hasan(c),c sub (DJ Hooda) b Arshdeep Singh,13,12,24,2,0,108.33,out,T20I # 1860
India VS Bangladesh,Bangladesh,Inning2,4,Afif Hossain,c Yadav b Arshdeep Singh,3,5,12,0,0,60.0,out,T20I # 1860
India VS Bangladesh,Bangladesh,Inning2,5,Yasir Ali,c Arshdeep Singh b Pandya,1,3,8,0,0,33.33,out,T20I # 1860
India VS Bangladesh,Bangladesh,Inning2,6,Nurul Hasan,not out,25,14,29,2,1,178.57,not out,T20I # 1860
India VS Bangladesh,Bangladesh,Inning2,7,Mosaddek Hossain,b Pandya,6,3,4,0,1,200.0,out,T20I # 1860
India VS Bangladesh,Bangladesh,Inning2,8,Taskin Ahmed,not out,12,7,22,1,1,171.42,not out,T20I # 1860
Pakistan VS South Africa,Pakistan,Inning1,1,Mohammad Rizwan,b Parnell,4,4,4,1,0,100.0,out,T20I # 1861
Pakistan VS South Africa,Pakistan,Inning1,2,Babar Azam(c),c Rabada b Ngidi,6,15,29,0,0,40.0,out,T20I # 1861
Pakistan VS South Africa,Pakistan,Inning1,3,Mohammad Haris,lbw b Nortje,28,11,19,2,3,254.54,out,T20I # 1861
Pakistan VS South Africa,Pakistan,Inning1,4,Shan Masood,c Bavuma b Nortje,2,6,11,0,0,33.33,out,T20I # 1861
Pakistan VS South Africa,Pakistan,Inning1,5,Iftikhar Ahmed,c Rossouw b Rabada,51,35,73,3,2,145.71,out,T20I # 1861
Pakistan VS South Africa,Pakistan,Inning1,6,Mohammad Nawaz,lbw b Shamsi,28,22,32,4,1,127.27,out,T20I # 1861
Pakistan VS South Africa,Pakistan,Inning1,7,Shadab Khan,c Stubbs b Nortje,52,22,31,3,4,236.36,out,T20I # 1861
Pakistan VS South Africa,Pakistan,Inning1,8,Mohammad Wasim,c Bavuma b Nortje,0,1,1,0,0,0.0,out,T20I # 1861
Pakistan VS South Africa,Pakistan,Inning1,9,Naseem Shah,not out,5,3,3,0,0,166.66,not out,T20I # 1861
Pakistan VS South Africa,Pakistan,Inning1,10,Haris Rauf,run out (Klaasen/Bavuma),3,2,2,0,0,150.0,out,T20I # 1861
Pakistan VS South Africa,South Africa,Inning2,1,Temba Bavuma(c),c Mohammad Rizwan b Shadab Khan,36,19,39,4,1,189.47,out,T20I # 1861
Pakistan VS South Africa,South Africa,Inning2,2,Quinton de Kock,c Mohammad Haris b Shaheen Shah Afridi,0,5,6,0,0,0.0,out,T20I # 1861
Pakistan VS South Africa,South Africa,Inning2,3,Rilee Rossouw,c Naseem Shah b Shaheen Shah Afridi,7,6,10,0,1,116.66,out,T20I # 1861
Pakistan VS South Africa,South Africa,Inning2,4,Aiden Markram,b Shadab Khan,20,14,28,4,0,142.85,out,T20I # 1861
Pakistan VS South Africa,South Africa,Inning2,5,Heinrich Klaasen,c Mohammad Wasim b Shaheen Shah Afridi,15,9,18,3,0,166.66,out,T20I # 1861
Pakistan VS South Africa,South Africa,Inning2,6,Tristan Stubbs,c Mohammad Nawaz b Naseem Shah,18,18,28,0,1,100.0,out,T20I # 1861
Pakistan VS South Africa,South Africa,Inning2,7,Wayne Parnell,lbw b Mohammad Wasim,3,4,9,0,0,75.0,out,T20I # 1861
Pakistan VS South Africa,South Africa,Inning2,8,Kagiso Rabada,run out (Mohammad Nawaz/Haris Rauf),1,2,11,0,0,50.0,out,T20I # 1861
Pakistan VS South Africa,South Africa,Inning2,9,Anrich Nortje,c Mohammad Haris b Haris Rauf,1,5,8,0,0,20.0,out,T20I # 1861
Pakistan VS South Africa,South Africa,Inning2,10,Lungi Ngidi,not out,4,1,5,1,0,400.0,not out,T20I # 1861
Pakistan VS South Africa,South Africa,Inning2,11,Tabraiz Shamsi,not out,1,1,3,0,0,100.0,not out,T20I # 1861
New Zealand VS Ireland,New Zealand,Inning1,1,Finn Allen,c Hand b Adair,32,18,30,5,1,177.77,out,T20I # 1862
New Zealand VS Ireland,New Zealand,Inning1,2,Devon Conway,c Adair b Delany,28,33,55,2,0,84.84,out,T20I # 1862
New Zealand VS Ireland,New Zealand,Inning1,3,Kane Williamson(c),c Delany b Little,61,35,59,5,3,174.28,out,T20I # 1862
New Zealand VS Ireland,New Zealand,Inning1,4,Glenn Phillips,c Dockrell b Delany,17,9,9,2,1,188.88,out,T20I # 1862
New Zealand VS Ireland,New Zealand,Inning1,5,Daryl Mitchell,not out,31,21,35,2,0,147.61,not out,T20I # 1862
New Zealand VS Ireland,New Zealand,Inning1,6,James Neesham,lbw b Little,0,1,3,0,0,0.0,out,T20I # 1862
New Zealand VS Ireland,New Zealand,Inning1,7,Mitchell Santner,lbw b Little,0,1,2,0,0,0.0,out,T20I # 1862
New Zealand VS Ireland,New Zealand,Inning1,8,Tim Southee,not out,1,2,7,0,0,50.0,not out,T20I # 1862
New Zealand VS Ireland,Ireland,Inning2,1,Paul Stirling,b Sodhi,37,27,39,3,1,137.03,out,T20I # 1862
New Zealand VS Ireland,Ireland,Inning2,2,Andy Balbirnie(c),b Santner,30,25,36,0,3,120.0,out,T20I # 1862
New Zealand VS Ireland,Ireland,Inning2,3,Lorcan Tucker,c Allen b Sodhi,13,14,30,0,0,92.85,out,T20I # 1862
New Zealand VS Ireland,Ireland,Inning2,4,Harry Tector,c Southee b Santner,2,7,4,0,0,28.57,out,T20I # 1862
New Zealand VS Ireland,Ireland,Inning2,5,Gareth Delany,c Conway b Ferguson,10,8,12,2,0,125.0,out,T20I # 1862
New Zealand VS Ireland,Ireland,Inning2,6,George Dockrell,c Williamson b Ferguson,23,15,24,3,0,153.33,out,T20I # 1862
New Zealand VS Ireland,Ireland,Inning2,7,Curtis Campher,c Allen b Southee,7,7,10,1,0,100.0,out,T20I # 1862
New Zealand VS Ireland,Ireland,Inning2,8,Fionn Hand,c & b Ferguson,5,3,7,1,0,166.66,out,T20I # 1862
New Zealand VS Ireland,Ireland,Inning2,9,Mark Adair,c Phillips b Southee,4,5,9,0,0,80.0,out,T20I # 1862
New Zealand VS Ireland,Ireland,Inning2,10,Barry McCarthy,not out,6,5,10,0,0,120.0,not out,T20I # 1862
New Zealand VS Ireland,Ireland,Inning2,11,Josh Little,not out,8,4,3,0,1,200.0,not out,T20I # 1862
Australia VS Afghanistan,Australia,Inning1,1,David Warner,b Naveen-ul-Haq,25,18,28,5,0,138.88,out,T20I # 1864
Australia VS Afghanistan,Australia,Inning1,2,Cameron Green,c Gulbadin Naib b Fazalhaq Farooqi,3,2,12,0,0,150.0,out,T20I # 1864
Australia VS Afghanistan,Australia,Inning1,3,Mitchell Marsh,c Rahmanullah Gurbaz b Mujeeb Ur Rahman,45,30,42,3,2,150.0,out,T20I # 1864
Australia VS Afghanistan,Australia,Inning1,4,Steven Smith,lbw b Naveen-ul-Haq,4,4,6,1,0,100.0,out,T20I # 1864
Australia VS Afghanistan,Australia,Inning1,5,Marcus Stoinis,c Usman Ghani b Rashid Khan,25,21,41,0,2,119.04,out,T20I # 1864
Australia VS Afghanistan,Australia,Inning1,6,Glenn Maxwell,not out,54,32,46,6,2,168.75,not out,T20I # 1864
Australia VS Afghanistan,Australia,Inning1,7,Matthew Wade(c),b Fazalhaq Farooqi,6,8,14,1,0,75.0,out,T20I # 1864
Australia VS Afghanistan,Australia,Inning1,8,Pat Cummins,c Rashid Khan b Naveen-ul-Haq,0,2,4,0,0,0.0,out,T20I # 1864
Australia VS Afghanistan,Australia,Inning1,9,Kane Richardson,run out (Naveen-ul-Haq),1,1,6,0,0,100.0,out,T20I # 1864
Australia VS Afghanistan,Australia,Inning1,10,Adam Zampa,not out,1,1,5,0,0,100.0,not out,T20I # 1864
Australia VS Afghanistan,Afghanistan,Inning2,1,Rahmanullah Gurbaz,c Warner b Richardson,30,17,31,2,2,176.47,out,T20I # 1864
Australia VS Afghanistan,Afghanistan,Inning2,2,Usman Ghani,c Cummins b Hazlewood,2,7,16,0,0,28.57,out,T20I # 1864
Australia VS Afghanistan,Afghanistan,Inning2,3,Ibrahim Zadran,c Marsh b Zampa,26,33,55,2,0,78.78,out,T20I # 1864
Australia VS Afghanistan,Afghanistan,Inning2,4,Gulbadin Naib,run out (Maxwell),39,23,38,3,2,169.56,out,T20I # 1864
Australia VS Afghanistan,Afghanistan,Inning2,5,Mohammad Nabi(c),c Warner b Hazlewood,1,2,10,0,0,50.0,out,T20I # 1864
Australia VS Afghanistan,Afghanistan,Inning2,6,Najibullah Zadran,c Maxwell b Zampa,0,2,3,0,0,0.0,out,T20I # 1864
Australia VS Afghanistan,Afghanistan,Inning2,7,Darwish Rasooli,run out (Wade/Stoinis),15,13,28,1,0,115.38,out,T20I # 1864
Australia VS Afghanistan,Afghanistan,Inning2,8,Rashid Khan,not out,48,23,27,3,4,208.69,not out,T20I # 1864
Australia VS Afghanistan,Afghanistan,Inning2,9,Naveen-ul-Haq,not out,0,0,4,0,0,0.0,not out,T20I # 1864
Sri Lanka VS England,Sri Lanka,Inning1,1,Pathum Nissanka,c sub (CJ Jordan) b Rashid,67,45,70,2,5,148.88,out,T20I # 1867
Sri Lanka VS England,Sri Lanka,Inning1,2,Kusal Mendis,c Livingstone b Woakes,18,14,21,1,1,128.57,out,T20I # 1867
Sri Lanka VS England,Sri Lanka,Inning1,3,Dhananjaya de Silva,c Stokes b Curran,9,11,17,0,0,81.81,out,T20I # 1867
Sri Lanka VS England,Sri Lanka,Inning1,4,Charith Asalanka,c Malan b Stokes,8,9,15,0,0,88.88,out,T20I # 1867
Sri Lanka VS England,Sri Lanka,Inning1,5,Bhanuka Rajapaksa,c Curran b Wood,22,22,41,3,0,100.0,out,T20I # 1867
Sri Lanka VS England,Sri Lanka,Inning1,6,Dasun Shanaka(c),c Buttler b Wood,3,8,12,0,0,37.5,out,T20I # 1867
Sri Lanka VS England,Sri Lanka,Inning1,7,Wanindu Hasaranga de Silva,run out (Buttler/Wood),9,9,13,1,0,100.0,out,T20I # 1867
Sri Lanka VS England,Sri Lanka,Inning1,8,Chamika Karunaratne,c Hales b Wood,0,2,3,0,0,0.0,out,T20I # 1867
Sri Lanka VS England,Sri Lanka,Inning1,9,Maheesh Theekshana,not out,0,0,2,0,0,0.0,not out,T20I # 1867
Sri Lanka VS England,England,Inning2,1,Jos Buttler(c),c Karunaratne b PWH de Silva,28,23,35,2,1,121.73,out,T20I # 1867
Sri Lanka VS England,England,Inning2,2,Alex Hales,c & b PWH de Silva,47,30,42,7,1,156.66,out,T20I # 1867
Sri Lanka VS England,England,Inning2,3,Ben Stokes,not out,42,36,59,2,0,116.66,not out,T20I # 1867
Sri Lanka VS England,England,Inning2,4,Harry Brook,c & b DM de Silva,4,5,9,0,0,80.0,out,T20I # 1867
Sri Lanka VS England,England,Inning2,5,Liam Livingstone,c DM de Silva b Kumara,4,6,10,0,0,66.66,out,T20I # 1867
Sri Lanka VS England,England,Inning2,6,Moeen Ali,c Shanaka b DM de Silva,1,5,8,0,0,20.0,out,T20I # 1867
